Timestamp,Temperature (°C),Humidity (%),CO2 (ppm),Oxygen (O2 %),UV Index,Solar Radiation (W/m²),Air Quality (AQI),GSR,Atmospheric Pressure (hPa)
2025-10-01 10:45:30,18.23,71.26,1397.52,20.72,9.16,161.07,311.61,67.05,1029.69
2025-10-01 10:45:35,18.08,47.91,385.02,19.91,6.59,356.58,384.4,50.92,1028.81
2025-10-01 10:45:40,29.52,85.9,1211.06,20.13,6.26,568.66,375.43,53.59,1046.2
2025-10-01 10:45:45,34.3,73.26,1679.47,20.55,5.22,899.01,152.6,58.84,991.05
2025-10-01 10:45:50,15.36,62.98,919.41,19.52,5.73,52.59,309.65,34.31,1043.87
2025-10-01 10:45:55,27.2,65.41,1108.87,20.17,6.46,838.41,6.12,72.73,1010.93
2025-10-01 10:46:00,16.44,81.29,1607.63,19.22,2.0,492.5,97.65,89.33,957.01
2025-10-01 10:46:05,32.15,74.73,1890.61,19.56,10.47,593.29,97.26,5.99,1044.97
2025-10-01 10:46:10,24.07,83.52,1303.8,20.17,1.14,354.93,254.4,20.89,980.45
2025-10-01 10:46:15,32.0,37.17,1547.74,20.94,2.98,497.73,298.62,61.44,987.19
2025-10-01 10:46:20,27.76,38.93,520.48,20.35,3.85,178.73,146.21,31.71,985.88
2025-10-01 10:46:25,21.56,87.74,1879.15,20.64,9.61,466.3,256.12,24.38,988.5
2025-10-01 10:46:30,33.82,49.69,1990.32,20.76,5.85,611.55,119.86,80.86,983.39
2025-10-01 10:46:35,22.86,72.22,417.18,20.19,4.52,323.55,131.71,81.77,1048.97
2025-10-01 10:46:40,19.85,71.75,711.47,19.28,8.46,158.04,105.44,96.47,990.47
2025-10-01 10:46:45,30.58,31.92,1901.94,20.16,10.7,985.19,173.38,39.42,1038.89
2025-10-01 10:46:50,32.43,87.85,1999.42,20.83,1.64,256.94,226.53,51.13,1033.23
2025-10-01 10:46:55,34.35,78.06,712.95,19.31,6.82,902.17,312.06,23.12,1002.81
2025-10-01 10:47:00,24.3,57.76,943.3,20.63,10.64,737.17,421.09,24.1,1026.12
2025-10-01 10:47:05,22.13,71.39,1722.27,20.85,9.76,642.02,286.26,40.67,965.82
2025-10-01 10:47:10,34.29,88.2,1722.41,19.76,7.15,241.68,94.76,66.17,979.25
2025-10-01 10:47:15,34.25,86.94,767.32,19.65,4.87,929.43,296.99,46.46,1014.78
2025-10-01 10:47:20,33.82,55.7,1680.59,19.72,10.04,859.09,116.2,53.08,968.26
2025-10-01 10:47:25,27.4,63.18,1987.8,19.15,2.01,330.9,270.16,65.51,1018.64
2025-10-01 10:47:31,15.08,41.02,1502.06,19.02,2.45,664.69,90.4,72.71,988.79
2025-10-01 10:47:36,17.83,42.2,1129.34,20.98,9.65,754.25,322.41,34.23,1032.33
2025-10-01 10:47:41,15.03,86.76,1421.37,19.41,5.42,416.79,3.21,82.95,1036.4
2025-10-01 10:47:46,25.3,70.73,712.44,19.48,8.97,468.96,321.61,98.55,965.28
2025-10-01 10:47:51,25.43,61.1,1300.77,19.18,10.87,756.32,357.73,99.53,988.24
2025-10-01 10:47:56,25.28,41.88,1136.23,19.98,7.41,577.94,409.49,58.35,1030.6
2025-10-01 10:48:01,30.67,33.98,530.62,19.98,10.78,15.62,2.56,11.65,995.61
2025-10-01 10:48:06,19.65,68.54,1870.16,20.21,5.97,256.25,456.94,34.36,1000.44
2025-10-01 10:48:11,34.45,83.55,675.04,20.01,9.85,663.19,8.89,25.66,1039.33
2025-10-01 10:48:16,23.47,88.4,1553.45,20.03,6.46,248.44,360.09,67.01,980.82
2025-10-01 10:48:21,31.91,76.32,1617.86,20.33,5.83,243.92,307.69,17.32,1017.52
2025-10-01 10:48:26,24.89,50.64,905.26,20.02,2.22,631.67,436.84,96.69,980.17
2025-10-01 10:48:31,16.77,80.71,1344.36,19.98,10.06,149.58,325.27,53.13,1043.08
2025-10-01 10:48:36,32.4,81.91,870.51,20.48,3.0,397.03,203.86,16.14,1023.07
2025-10-01 10:48:41,16.45,33.32,1265.65,19.73,0.44,186.38,24.18,30.64,968.68
2025-10-01 10:48:46,16.44,63.86,1845.53,19.29,3.04,771.96,34.98,99.95,1041.13
2025-10-01 10:48:51,33.9,87.14,1244.92,19.79,4.03,855.23,138.69,18.4,1010.83
2025-10-01 10:48:56,32.22,31.35,919.37,20.11,10.18,884.6,17.4,60.63,964.8
2025-10-01 10:49:01,32.65,46.04,1463.53,20.83,3.6,281.37,136.78,58.07,957.3
2025-10-01 10:49:06,16.11,44.64,1048.28,19.74,0.49,655.65,100.01,46.74,1022.87
2025-10-01 10:49:11,32.67,47.81,1000.42,20.2,10.43,457.1,154.31,57.14,1048.91
2025-10-01 10:49:16,16.22,62.32,629.99,20.06,8.52,173.11,48.39,70.7,992.27
2025-10-01 10:49:21,22.35,75.51,1904.53,19.46,9.45,257.35,174.12,13.77,1042.92
2025-10-01 10:49:26,22.6,72.95,679.64,19.22,5.67,556.39,122.51,45.96,988.72
2025-10-01 10:49:31,17.57,41.16,1046.11,20.63,0.93,573.81,71.97,91.52,995.17
2025-10-01 10:49:36,22.57,74.32,451.01,20.49,5.34,569.24,465.83,6.99,1014.26
2025-10-01 10:49:41,28.81,45.34,1448.64,19.35,3.75,405.49,330.34,4.72,950.87
2025-10-01 10:49:46,25.08,34.83,1937.56,20.08,3.53,101.69,194.52,58.38,1016.1
2025-10-01 10:49:51,34.78,87.91,1103.55,19.75,10.2,551.91,435.86,49.55,985.33
2025-10-01 10:49:56,33.24,44.53,739.49,20.51,8.04,569.71,256.85,11.1,1013.99
2025-10-01 10:50:01,20.87,63.51,1212.06,20.24,8.72,509.92,217.85,6.24,967.37
2025-10-01 10:50:06,29.3,65.82,1582.18,20.56,8.84,301.18,460.84,46.5,999.84
2025-10-01 10:50:11,18.62,78.69,996.32,19.16,2.04,636.5,250.4,38.85,1015.05
2025-10-01 10:50:16,17.38,49.58,715.9,19.27,3.78,473.59,198.1,64.32,974.97
2025-10-01 10:50:21,24.15,59.62,1609.65,20.65,3.29,759.08,361.81,15.26,1008.52
2025-10-01 10:50:26,22.38,44.01,1327.7,19.03,4.19,846.93,284.05,36.16,1041.83
2025-10-01 10:50:31,19.41,58.94,1332.63,19.11,2.84,702.33,180.88,15.27,1027.11
2025-10-01 10:50:36,15.51,34.57,1088.97,19.15,10.93,292.55,78.3,81.99,1043.85
2025-10-01 10:50:41,24.43,48.74,1204.46,19.7,6.85,333.93,425.93,53.83,1014.76
2025-10-01 10:50:46,27.84,76.92,1499.4,19.02,6.28,821.84,492.92,18.28,1026.82
2025-10-01 10:50:51,31.24,43.06,1914.52,20.45,5.16,764.96,172.32,74.13,965.37
2025-10-01 10:50:56,18.36,52.43,1004.14,19.6,8.54,946.14,66.98,46.35,1003.42
2025-10-01 10:51:01,30.66,33.35,855.66,20.22,2.2,873.35,453.45,0.54,994.14
2025-10-01 10:51:06,17.05,68.99,440.56,19.92,5.02,347.58,65.82,20.58,954.9
2025-10-01 10:51:11,31.81,37.95,369.54,20.36,6.88,493.61,61.73,38.64,979.69
2025-10-01 10:51:16,30.85,84.37,1681.8,19.02,4.73,223.18,59.97,26.15,956.08
2025-10-01 10:51:21,22.31,61.77,1004.48,20.96,5.87,965.37,73.88,45.47,1026.7
2025-10-01 10:51:26,25.07,50.43,1906.89,20.24,1.48,934.49,50.4,99.0,1004.75
2025-10-01 10:51:31,19.5,64.31,1186.34,20.4,1.82,182.68,426.45,72.49,1037.33
2025-10-01 10:51:36,30.88,54.83,955.3,19.96,7.33,405.87,126.42,94.78,1030.43
2025-10-01 10:51:41,27.78,44.01,381.4,19.21,1.3,840.01,282.58,32.07,989.92
2025-10-01 10:51:46,16.34,84.0,717.75,20.9,3.57,860.39,173.78,96.32,1036.07
2025-10-01 10:51:51,34.5,80.44,1420.7,20.21,3.35,686.06,66.68,92.04,1046.29
2025-10-01 10:51:56,15.49,59.37,1460.02,19.52,6.26,383.97,278.3,71.94,1035.56
2025-10-01 10:52:01,20.73,36.05,709.12,20.57,4.84,564.13,237.06,73.19,965.6
2025-10-01 10:52:06,20.35,86.35,1024.49,20.53,5.59,977.03,180.6,93.92,1043.23
2025-10-01 10:52:11,24.77,61.15,896.95,20.59,9.31,674.23,29.57,60.51,970.73
2025-10-01 10:52:16,34.05,61.55,936.04,20.68,2.32,600.65,303.59,51.25,986.33
2025-10-01 10:52:21,30.41,50.08,437.05,19.89,0.22,303.9,124.26,81.76,964.55
2025-10-01 10:52:26,31.47,31.96,1447.99,19.5,7.51,897.19,2.32,59.9,1032.99
2025-10-01 10:52:31,19.01,67.46,1873.5,19.2,1.5,314.32,418.51,93.04,967.55
2025-10-01 10:52:36,29.27,38.58,400.99,19.52,2.62,509.69,22.8,89.71,1042.55
2025-10-01 10:52:41,22.42,38.77,703.27,19.29,4.29,696.95,210.31,3.17,985.54
2025-10-01 10:52:46,17.35,47.6,1613.05,19.07,3.25,244.05,337.7,70.71,976.53
2025-10-01 10:52:51,23.62,36.14,657.98,20.6,3.09,254.77,228.82,76.6,1028.56
2025-10-01 10:52:56,20.94,53.51,550.12,19.24,10.45,434.55,300.44,27.75,1023.5
2025-10-01 10:53:01,34.66,75.99,1849.73,20.14,7.22,421.03,198.57,98.42,968.81
2025-10-01 10:53:06,21.28,72.59,1997.85,20.5,10.37,765.68,355.34,28.4,1030.32
2025-10-01 10:53:11,24.72,54.79,892.36,19.26,0.86,762.72,273.63,76.13,1042.4
2025-10-01 10:53:16,17.34,70.72,1154.74,20.11,0.07,93.02,56.58,62.01,954.26
2025-10-01 10:53:21,19.4,77.6,1015.65,19.68,5.54,278.94,407.06,33.68,997.39
2025-10-01 10:53:26,15.64,69.93,1426.87,19.87,0.75,838.01,230.84,8.3,960.66
2025-10-01 10:53:31,32.47,80.65,1093.32,20.79,6.98,841.7,307.88,58.48,951.42
2025-10-01 10:53:36,24.94,48.66,963.9,19.83,1.38,446.09,175.37,8.2,981.76
2025-10-01 10:53:41,20.7,73.57,1590.79,19.57,2.41,952.39,398.86,48.73,1049.47
2025-10-01 10:53:46,17.96,83.48,1298.19,20.91,4.4,833.91,206.39,2.4,1032.67
2025-10-01 10:53:51,33.17,59.76,925.11,20.85,8.51,281.89,212.35,29.27,1038.96
2025-10-01 10:53:56,21.0,75.91,458.09,20.17,4.87,143.13,244.97,22.8,1021.3
2025-10-01 10:54:01,18.21,35.63,1914.85,20.41,3.5,411.39,44.74,68.93,1008.63
2025-10-01 10:54:06,31.04,38.1,1394.76,19.37,10.32,598.45,188.83,73.1,976.61
2025-10-01 10:54:11,24.06,69.53,1023.37,20.05,10.23,133.08,424.59,45.54,953.84
2025-10-01 10:54:16,21.98,59.97,1988.64,20.26,0.24,929.62,472.81,55.04,952.74
2025-10-01 10:54:21,21.21,49.65,1955.94,19.7,2.79,260.76,14.13,78.95,984.59
2025-10-01 10:54:26,21.87,68.09,1829.12,20.18,8.59,356.75,114.35,96.55,974.74
2025-10-01 10:54:31,21.48,45.46,1057.96,20.01,8.34,631.54,420.11,94.59,1028.91
2025-10-01 10:54:36,31.89,59.76,1277.57,20.91,5.93,251.6,424.52,22.77,1031.55
2025-10-01 10:54:41,30.14,83.27,1636.61,19.51,4.52,703.55,293.02,40.0,1011.19
2025-10-01 10:54:46,34.74,46.2,737.41,20.84,2.62,868.0,267.58,17.71,1030.49
2025-10-01 10:54:51,16.17,76.41,1737.21,20.86,9.76,123.24,46.76,59.39,1010.53
2025-10-01 10:54:56,32.97,48.38,904.13,19.99,4.34,382.19,431.1,81.23,1023.24
2025-10-01 10:55:01,28.65,52.81,1933.36,19.62,5.49,628.16,478.67,73.98,982.74
2025-10-01 10:55:06,25.57,60.21,1531.91,19.28,5.66,465.99,198.48,81.42,1023.44
2025-10-01 10:55:11,24.43,38.82,526.36,19.88,8.55,236.18,226.63,60.88,976.94
2025-10-01 10:55:16,17.29,53.85,1105.1,20.62,1.57,367.41,125.55,75.3,1031.82
2025-10-01 10:55:21,31.41,32.08,1391.8,19.73,3.22,523.03,335.4,67.54,1037.92
2025-10-01 10:55:26,21.93,52.11,877.83,20.64,2.9,341.17,477.57,79.6,1023.94
2025-10-01 10:55:31,33.81,42.65,1386.64,20.17,2.35,830.01,285.54,66.8,1005.79
2025-10-01 10:55:36,27.21,70.92,1190.12,20.98,2.74,882.83,366.4,48.5,981.83
2025-10-01 10:55:41,30.34,47.81,1656.51,19.73,6.9,118.4,408.18,46.75,1024.91
2025-10-01 10:55:46,17.83,61.53,1571.76,19.97,5.49,527.73,351.92,39.68,967.69
2025-10-01 10:55:51,17.14,44.12,1689.35,19.16,1.21,537.32,56.26,44.18,974.4
2025-10-01 10:55:56,18.63,31.92,883.36,20.6,5.08,162.15,159.88,98.72,1006.81
2025-10-01 10:56:01,28.2,81.7,1914.39,20.34,10.24,404.6,139.95,42.29,1048.52
2025-10-01 10:56:06,32.09,42.97,543.2,20.95,6.45,48.2,275.25,1.34,976.65
2025-10-01 10:56:11,30.41,60.63,1795.66,20.83,7.34,603.37,93.76,2.37,963.5
2025-10-01 10:56:16,32.53,78.59,1530.63,20.12,7.83,731.42,224.75,48.08,1035.06
2025-10-01 10:56:21,32.76,89.29,1187.89,20.88,9.97,24.49,382.09,53.45,977.79
2025-10-01 10:56:26,18.44,58.77,1153.19,20.32,7.91,881.73,219.16,85.09,1019.82
2025-10-01 10:56:31,15.11,75.24,1121.66,19.6,8.06,114.74,152.35,72.15,1024.79
2025-10-01 10:56:36,17.17,83.86,750.32,20.49,0.97,770.44,444.64,68.04,1008.73
2025-10-01 10:56:41,34.59,53.57,536.78,19.91,0.16,675.86,294.8,99.87,955.15
2025-10-01 10:56:46,33.14,52.26,1383.06,20.2,10.11,250.25,354.44,38.46,1048.74
2025-10-01 10:56:51,28.76,63.79,1199.55,19.63,8.5,54.73,134.84,35.68,1012.8
2025-10-01 10:56:56,24.42,55.2,1012.65,19.15,5.5,220.62,30.77,43.55,951.94
2025-10-01 10:57:01,17.91,80.31,1479.66,20.07,5.38,782.05,246.1,56.99,1022.93
2025-10-01 10:57:06,24.77,52.77,1987.29,19.93,5.18,629.97,283.8,75.68,950.69
2025-10-01 10:57:11,23.1,62.28,709.0,20.18,4.38,464.61,162.55,53.29,1037.11
2025-10-01 10:57:16,22.42,55.92,1535.4,20.12,5.31,31.35,447.45,90.32,1008.21
2025-10-01 10:57:21,26.15,61.4,934.97,19.84,4.52,543.08,331.27,28.9,980.17
2025-10-01 10:57:26,16.32,43.78,1184.15,19.16,3.61,51.34,360.1,52.2,976.24
2025-10-01 10:57:31,23.85,79.95,1385.93,19.72,9.35,734.6,316.81,43.03,962.56
2025-10-01 10:57:36,17.71,48.21,1471.28,20.47,0.57,963.63,421.44,95.46,1040.86
2025-10-01 10:57:41,16.8,71.57,1477.98,19.23,1.93,857.23,27.33,28.12,962.56
2025-10-01 10:57:46,19.19,32.45,480.0,19.65,7.29,230.05,458.42,70.69,986.42
2025-10-01 10:57:51,17.02,61.16,1547.45,20.35,6.87,639.02,394.5,68.86,991.34
2025-10-01 10:57:56,30.46,50.4,1655.57,19.23,7.15,223.19,58.76,93.29,1024.23
2025-10-01 10:58:01,15.4,88.75,1418.4,20.22,7.95,73.36,437.53,32.51,1017.79
2025-10-01 10:58:06,25.23,77.98,514.21,20.71,9.35,436.23,264.84,78.12,1030.93
2025-10-01 10:58:11,28.31,70.76,1814.36,20.49,4.51,189.28,5.61,99.63,973.64
2025-10-01 10:58:16,16.29,41.94,579.59,20.34,0.35,12.84,207.69,39.36,1044.79
2025-10-01 10:58:21,17.03,62.24,1373.63,19.2,10.86,589.4,226.75,50.0,957.62
2025-10-01 10:58:26,30.15,72.05,1934.87,19.5,2.32,332.52,162.38,16.46,964.49
2025-10-01 10:58:31,15.26,82.71,430.11,20.77,7.55,131.2,78.05,35.2,1001.97
2025-10-01 10:58:36,31.37,75.63,760.28,19.53,0.44,908.88,117.38,59.66,1041.68
2025-10-01 10:58:41,29.81,59.11,594.79,20.21,6.74,19.24,53.85,67.41,959.65
2025-10-01 10:58:46,17.86,65.94,881.08,20.56,0.47,649.16,474.5,31.74,1034.43
2025-10-01 10:58:51,18.81,67.37,1482.4,20.61,5.04,411.57,346.29,70.88,1007.81
2025-10-01 10:58:56,27.69,56.16,965.79,20.04,0.19,846.18,317.89,90.57,1031.98
2025-10-01 10:59:01,24.86,83.78,1030.31,20.36,9.57,544.16,158.14,52.16,1042.93
2025-10-01 10:59:06,32.09,32.27,766.25,20.17,7.53,234.33,390.57,75.59,957.64
2025-10-01 10:59:11,21.4,56.89,556.54,19.5,7.71,962.53,186.06,5.18,950.34
2025-10-01 10:59:16,21.36,67.43,715.62,20.17,2.8,131.8,258.08,45.83,1033.53
2025-10-01 10:59:21,20.54,65.62,1461.88,19.86,4.97,761.38,131.76,24.31,1026.35
2025-10-01 10:59:26,29.28,52.4,1659.37,19.42,0.93,463.04,348.53,53.76,1020.22
2025-10-01 10:59:31,31.47,77.44,1642.12,20.1,4.64,975.87,428.49,21.07,957.5
2025-10-01 10:59:36,24.1,82.44,1500.88,19.38,1.34,378.54,267.94,69.95,1014.91
2025-10-01 10:59:41,16.29,87.54,1917.38,20.87,1.42,667.08,427.01,56.35,1035.91
2025-10-01 10:59:46,21.1,30.69,1734.17,20.81,3.97,483.81,454.08,89.06,995.14
